date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
10,-0.7330895333598306,-7.411699779590884,-6.342717981050063,5.258594316842102,0.0,0.0,0.0,-7.6540529531839265,3.94055367920356,0.0,0.0,-1.58142033817935,0.0,0.0,0.0,0.0,-13.197467388707581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.470946582726555,-18.51382741900804,0.0,-14.823399559181768,-12.685435962100126,7.354347957325504,-26.394934777415163,-1.4661790667196613,0.0,-12.685435962100126,-4.790917272683648,-18.51382741900804,-1.4661790667196613,-14.823399559181768,0.0,-7.953757949042348,7.88110735840712,-1.4661790667196613,-14.823399559181768,-12.685435962100126,0.0,0.0,-16.991646887597685,-3.6344263951355815,-5.772389992217222,-28.975014588001557,-15.308105906367853,0.0,-15.308105906367853,-15.308105906367853,0.0,-3.1628406763587,4.71826668204842,0.0,4.71826668204842,7.88110735840712,0.0,0.0,0.0,0.0,0.0,0.0,-26.394934777415163,-26.394934777415163,-26.394934777415163,0.0,0.0,-16.910966662687947,-10.838334047683372,-9.25691370950402,-9.25691370950402,-9.228912977158675,0.0,1.6260438076643795,-0.7330895333598306,-13.930556922067412,-9.228912977158675,-15.065752732774811,0.0,-7.411699779590884,-20.609167168298466,-9.228912977158675,-13.99677093423399,-3.9835846400258528,0.0,-19.540185369757644,-18.46438626852195,-3.976878974521174,-0.03632529531761364,-3.976878974521174,0.0
11,-4.309524789824454,-6.699675034211088,-3.7768702174052153,9.576293631470481,0.0,0.0,0.0,-9.02090638414466,6.489962414238531,0.0,0.0,-4.403234848208592,0.0,0.0,0.0,0.0,-15.986349942588204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.8482824647065,-18.992775056699344,0.0,-13.399350068422176,-7.553740434810431,10.34611756652378,-31.972699885176407,-8.619049579648909,0.0,-7.553740434810431,1.1107744946516434,-18.992775056699344,-8.619049579648909,-13.399350068422176,0.0,-7.69569520176554,12.979924828477062,-8.619049579648909,-13.399350068422176,-7.553740434810431,0.0,0.0,-1.800503240291647,2.9797972484816233,-2.8658123851301234,-29.572140082881514,-18.04181276828932,0.0,-18.04181276828932,-18.04181276828932,0.0,-8.806469696417183,4.173455132059877,0.0,4.173455132059877,12.979924828477062,0.0,0.0,0.0,0.0,0.0,0.0,-31.972699885176407,-31.972699885176407,-31.972699885176407,0.0,0.0,-18.51729391249433,-13.899622376558263,-9.496387528349672,-9.496387528349672,-5.209776409970278,0.0,-2.2227972237945153,-4.309524789824454,-20.295874732412656,-5.209776409970278,-15.720581418355748,0.0,-6.699675034211088,-22.686024976799292,-5.209776409970278,-12.797776601549874,-1.6901426513752762,0.0,-19.76322015999342,-18.633917642323528,-3.84784760088277,2.642114813355761,-3.84784760088277,0.0
12,-0.674668952012536,-7.423330606538906,-6.3846307537557445,5.188065288366761,0.0,0.0,0.0,-7.631725589111298,3.8989094357845295,0.0,0.0,-1.5353263836383966,0.0,0.0,0.0,0.0,-13.151911373171572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.33410394549939,-18.506003874774084,0.0,-14.846661213077812,-12.769261507511489,7.305477809456727,-26.303822746343144,-1.349337904025072,0.0,-12.769261507511489,-4.887320601489074,-18.506003874774084,-1.349337904025072,-14.846661213077812,0.0,-7.9579733687658685,7.797818871569059,-1.349337904025072,-14.846661213077812,-12.769261507511489,0.0,0.0,-17.239792143855777,-3.742468834803039,-5.819868540369364,-28.965260624614373,-15.263451178222596,0.0,-15.263451178222596,-15.263451178222596,0.0,-3.070652767276793,4.727166104292266,0.0,4.727166104292266,7.797818871569059,0.0,0.0,0.0,0.0,0.0,0.0,-26.303822746343144,-26.303822746343144,-26.303822746343144,0.0,0.0,-16.884727526498338,-10.788328321025439,-9.253001937387042,-9.253001937387042,-9.294565023940425,0.0,1.688914100133597,-0.674668952012536,-13.826580325184107,-9.294565023940425,-15.055056195650204,0.0,-7.423330606538906,-20.575241979710476,-9.294565023940425,-14.016356342867041,-4.021047701609612,0.0,-19.536542126927316,-18.46161699669012,-3.978986684382934,-0.08007724859840426,-3.978986684382934,0.0
13,6.829608285788183,-8.917340900684799,-11.768436579284847,-3.8715738111713502,0.0,0.0,0.0,-4.763716984502045,-1.450403097020856,0.0,0.0,4.385563239242909,0.0,0.0,0.0,0.0,-7.300121429496157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.756307490518271,-17.501049053034023,0.0,-17.834681801369598,-23.536873158569694,1.0279788561431182,-14.600242858992313,13.659216571576366,0.0,-23.536873158569694,-17.27058159134679,-17.501049053034023,13.659216571576366,-17.834681801369598,0.0,-8.499455112860971,-2.900806194041712,13.659216571576366,-17.834681801369598,-23.536873158569694,0.0,0.0,-49.11470258228199,-17.62080420933603,-11.918612852135933,-27.712338388362927,-9.52743396900409,0.0,-9.52743396900409,-9.52743396900409,0.0,8.771126478485819,5.870320284444107,0.0,5.870320284444107,-2.900806194041712,0.0,0.0,0.0,0.0,0.0,0.0,-14.600242858992313,-14.600242858992313,-14.600242858992313,0.0,0.0,-13.514241511019057,-4.364961287274102,-8.750524526517012,-8.750524526517012,-17.727743005352814,0.0,9.764768428010235,6.829608285788183,-0.4705131437079739,-17.727743005352814,-13.681057885186844,0.0,-8.917340900684799,-16.217462330180958,-17.727743005352814,-16.532153563786892,-8.833276437062793,0.0,-19.068558008781004,-18.10589675061195,-4.249727556430486,-5.700130653451342,-4.249727556430486,0.0
14,11.30390903889131,-9.808119742192508,-14.978441446693711,-9.273233259694827,0.0,0.0,0.0,-3.053714454895315,-4.639841911135033,0.0,0.0,7.9157954067397345,0.0,0.0,0.0,0.0,-3.81108879886515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.724161903688838,-16.901861420000365,0.0,-19.616239484385016,-29.956882893387423,-2.7148757059101847,-7.6221775977303,22.60781807778262,0.0,-29.956882893387423,-24.65389542918028,-16.901861420000365,22.60781807778262,-19.616239484385016,0.0,-8.822304615700814,-9.279683822270066,22.60781807778262,-19.616239484385016,-29.956882893387423,0.0,0.0,-68.11958889716209,-25.895531334994455,-15.554887925992048,-26.965304299989818,-6.10742890979063,0.0,-6.10742890979063,-6.10742890979063,0.0,15.831590813479469,6.551906991209403,0.0,6.551906991209403,-9.279683822270066,0.0,0.0,0.0,0.0,0.0,0.0,-7.6221775977303,-7.6221775977303,-7.6221775977303,0.0,0.0,-11.504645164895498,-0.5351353032604482,-8.450930710000183,-8.450930710000183,-22.755885409689736,0.0,14.579862534496012,11.30390903889131,7.492820240026161,-22.755885409689736,-12.861834197087823,0.0,-9.808119742192508,-13.619208541057658,-22.755885409689736,-18.032155901589025,-11.70248795108901,0.0,-18.78953024555886,-17.893804457845313,-4.411152307850408,-9.05099421898544,-4.411152307850408,0.0
15,8.634581829188939,-9.276689172216946,-13.063381684582534,-6.050652271260033,0.0,0.0,0.0,-4.073886439930833,-2.737051669712116,0.0,0.0,5.809690944555259,0.0,0.0,0.0,0.0,-5.892613991382339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4716090092488514,-17.25933132218891,0.0,-18.55337834443389,-26.12676336916507,-0.48192265340954776,-11.785227982764678,17.269163658377877,0.0,-26.12676336916507,-20.24907742238173,-17.25933132218891,17.269163658377877,-18.55337834443389,0.0,-8.629695533271214,-5.474103339424232,17.269163658377877,-18.55337834443389,-26.12676336916507,0.0,0.0,-56.781446256119025,-20.958904253307256,-13.38551922857608,-27.410978055221083,-8.147772879861666,0.0,-8.147772879861666,-8.147772879861666,0.0,11.619381889110517,6.145278549686285,0.0,6.145278549686285,-5.474103339424232,0.0,0.0,0.0,0.0,0.0,0.0,-11.785227982764678,-11.785227982764678,-11.785227982764678,0.0,0.0,-12.703552101025288,-2.819974716539196,-8.629665661094455,-8.629665661094455,-19.756141298870574,0.0,11.707221104032081,8.634581829188939,2.7419678378066,-19.756141298870574,-13.350575612147779,0.0,-9.276689172216946,-15.169303163599285,-19.756141298870574,-17.13726812451337,-9.990742409739392,0.0,-18.95599567596487,-18.02033679424615,-4.314847766635607,-7.051899436347723,-4.314847766635607,0.0
16,1.2757937830482948,-7.811644005976005,-7.783954406485748,2.833343055059741,0.0,0.0,0.0,-6.8862915213310965,2.508551054450452,0.0,0.0,0.0035925824235334414,0.0,0.0,0.0,0.0,-11.630952344492664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.765397877815126,-18.244802580084425,0.0,-15.62328801195201,-15.567908812971496,5.673871274966549,-23.26190468898533,2.5515875660965897,0.0,-15.567908812971496,-8.105896932542711,-18.244802580084425,2.5515875660965897,-15.62328801195201,0.0,-8.098711767695644,5.017102108900904,2.5515875660965897,-15.62328801195201,-15.567908812971496,0.0,0.0,-25.524510714804023,-7.349635136755424,-7.405014335735938,-28.639609258826916,-13.772583042662193,0.0,-13.772583042662193,-13.772583042662193,0.0,0.007185164847066883,5.024287273747971,0.0,5.024287273747971,5.017102108900904,0.0,0.0,0.0,0.0,0.0,0.0,-23.26190468898533,-23.26190468898533,-23.26190468898533,0.0,0.0,-16.008692811373308,-9.11880870761868,-9.122401290042212,-9.122401290042212,-11.486461574353717,0.0,3.7879374199222804,1.2757937830482948,-10.35515856144437,-11.486461574353717,-14.697935527307102,0.0,-7.811644005976005,-19.44259635046867,-11.486461574353717,-14.670245927816843,-5.271810769611762,0.0,-19.41490675097841,-18.36916051326128,-4.049355883847822,-1.54080482939737,-4.049355883847822,0.0
17,-4.006819306698719,-6.759940012909662,-3.994040704559226,9.210848386889646,0.0,0.0,0.0,-8.905217437327252,6.274183308093997,0.0,0.0,-4.164399621705992,0.0,0.0,0.0,0.0,-15.750302040049661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.13923411806649,-18.952237463911327,0.0,-13.519880025819324,-7.988081409118452,10.092897530367306,-31.500604080099322,-8.013638613397438,0.0,-7.988081409118452,0.6112618991247878,-18.952237463911327,-8.013638613397438,-13.519880025819324,0.0,-7.717537344287196,12.548366616187995,-8.013638613397438,-13.519880025819324,-7.988081409118452,0.0,0.0,-3.0862646611584825,2.419976751263401,-3.11182186543747,-29.521600048335216,-17.810434874654504,0.0,-17.810434874654504,-17.810434874654504,0.0,-8.328799243411984,4.21956737277601,0.0,4.21956737277601,12.548366616187995,0.0,0.0,0.0,0.0,0.0,0.0,-31.500604080099322,-31.500604080099322,-31.500604080099322,0.0,0.0,-18.381336169282918,-13.640518353661655,-9.476118731955664,-9.476118731955664,-5.549951637277962,0.0,-1.8970356203107137,-4.006819306698719,-19.75712134674838,-5.549951637277962,-15.665157450236915,0.0,-6.759940012909662,-22.510242052959324,-5.549951637277962,-12.899258141886477,-1.8842570181712208,0.0,-19.744342744608886,-18.619568696311205,-3.858768672143598,2.4154146359503983,-3.858768672143598,0.0
18,-2.3564473273571354,-7.088508994061653,-5.178069758271696,7.21841473351798,0.0,0.0,0.0,-8.274473011506323,5.097740163321524,0.0,0.0,-2.862252857037493,0.0,0.0,0.0,0.0,-14.463351965312665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.273451737087633,-18.73122360398228,0.0,-14.177017988123305,-10.356139516543392,8.712323752960973,-28.92670393062533,-4.712894654714271,0.0,-10.356139516543392,-2.1121165559766872,-18.73122360398228,-4.712894654714271,-14.177017988123305,0.0,-7.836622270051674,10.195480326643048,-4.712894654714271,-14.177017988123305,-10.356139516543392,0.0,0.0,-10.09632803763074,-0.632204704221702,-4.453083175801616,-29.246052159380966,-16.548946023012647,0.0,-16.548946023012647,-16.548946023012647,0.0,-5.724505714074986,4.470974612568062,0.0,4.470974612568062,10.195480326643048,0.0,0.0,0.0,0.0,0.0,0.0,-28.92670393062533,-28.92670393062533,-28.92670393062533,0.0,0.0,-17.640084813497463,-12.227864659028633,-9.36561180199114,-9.36561180199114,-7.404611346172503,0.0,-0.12096002107310433,-2.3564473273571354,-16.8197992926698,-7.404611346172503,-15.362982005567975,0.0,-7.088508994061653,-21.551860959374316,-7.404611346172503,-13.45254276977802,-2.942582451987665,0.0,-19.64142172358436,-18.54133721471632,-3.918311135025837,1.1794290282956865,-3.918311135025837,0.0
19,4.709565334346728,-8.495266143434328,-10.247450716069658,-1.3121235927239125,0.0,0.0,0.0,-5.573961760141124,0.06083802199131183,0.0,0.0,2.7128451461502894,0.0,0.0,0.0,0.0,-8.95331808392052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.722233227981668,-17.784960123858415,0.0,-16.990532286868657,-20.494901432139315,2.8014431068527537,-17.90663616784104,9.419130668693455,0.0,-20.494901432139315,-13.772170705730073,-17.78496012385842,9.419130668693455,-16.990532286868657,0.0,-8.346480413429493,0.12167604398262366,9.419130668693455,-16.990532286868657,-20.494901432139315,0.0,0.0,-40.1096809044558,-13.700017948893684,-10.195648803623026,-28.066303050314517,-11.147923520282248,0.0,-11.147923520282248,-11.147923520282248,0.0,5.425690292300579,5.547366336283202,0.0,5.547366336283202,0.12167604398262366,0.0,0.0,0.0,0.0,0.0,0.0,-17.90663616784104,-17.90663616784104,-17.90663616784104,0.0,0.0,-14.466441822070331,-6.179634915778918,-8.892480061929207,-8.892480061929207,-15.34527511788117,0.0,7.48324850248833,4.709565334346728,-4.243752749573792,-15.34527511788117,-14.069227903575452,0.0,-8.495266143434328,-17.44858422735485,-15.34527511788117,-15.821412476210782,-7.473767547928056,0.0,-19.20076879999018,-18.206391731872007,-4.1732402067147465,-4.112402184723435,-4.1732402067147465,0.0
