date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
10,11.010591623854587,0.0,7.424299995398412,0.0,-8.369382104674429,7.079092761924004,9.219391912872405,0.0,1.8834636127684576,8.196785395949268,0.0,-4.965107163327043,0.0,-1.7560643033119363,0.0,0.0,0.0,0.9537598942175214,0.0,0.0,7.952812469004973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.734662063033301,0.0,0.0,-12.12868529143673,0.0,0.0,-9.85450607833048,0.0,0.0,0.0,0.0,0.0,6.553004663039867,0.0,-4.82304113205447,2.466642639663868,0.0,0.0,-1.660762926893812,0.0,0.1052601287966537,0.0,0.0,0.0,-9.633002926730034,0.0,0.0,-8.132176162379096,0.0,-5.765550918921632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021506631665921816,0.0,0.0,-2.5748997842332493,7.866829639888002,0.0,-5.156398414354264,-11.8009136698453,0.0,0.0,0.0,-3.8480615675309657,-5.143084950293439,-3.4855800695886567,-0.47754988904841156,-0.44808230726680354,0.0,-3.068582106144735,0.0,0.0,0.0,0.0,1.5753792742394213,4.011067755010945,5.356694614036405
11,15.376623615812136,0.0,6.754863626555172,0.0,-11.450252606754646,8.506621125572037,11.892624995967822,0.0,1.6365567837261574,9.881471264337295,0.0,-7.420766025498218,0.0,-3.4416654920602383,0.0,0.0,0.0,-0.566054692292449,0.0,0.0,8.079239292431232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.878947224292544,0.0,0.0,-14.446587517713983,0.0,0.0,-12.774442655049072,0.0,0.0,0.0,0.0,0.0,5.111466051087918,0.0,-3.335817245483734,6.357966999849748,0.0,0.0,-2.3280145547388154,0.0,2.940823691498859,0.0,0.0,0.0,-10.803179422671278,0.0,0.0,-6.7817204824284785,0.0,-6.0573482567135555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7097183499135706,0.0,0.0,-7.05974888316055,6.681394712741218,0.0,-5.008769141968219,-16.28726448513616,0.0,0.0,0.0,-6.142955467107858,-1.8120264381382452,-1.263755266143745,1.6023088905899465,0.27820973802038473,0.0,0.9201555216899671,0.0,0.0,0.0,0.0,5.32537029771013,8.492685724469329,9.246256976572411
12,10.939273087697668,0.0,7.435235147033593,0.0,-8.319056505892254,7.055774281114564,9.175725015643113,0.0,1.887496802091596,8.169266282429485,0.0,-4.924994311274328,0.0,-1.7285302381591081,0.0,0.0,0.0,0.9785858578704416,0.0,0.0,7.950747304115128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7159703212418025,0.0,0.0,-12.090822675212785,0.0,0.0,-9.806809313234345,0.0,0.0,0.0,0.0,0.0,6.576551999341449,0.0,-4.84733473107601,2.4030783878234256,0.0,0.0,-1.6498634627043864,0.0,0.0589415853585078,0.0,0.0,0.0,-9.61388825352345,0.0,0.0,-8.154235671429026,0.0,-5.760784449270439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08245568202756814,0.0,0.0,-2.50164038686526,7.886193557483917,0.0,-5.158809918351459,-11.727629742145659,0.0,0.0,0.0,-3.8105747891805652,-5.197497336042687,-3.521873274235511,-0.5115240980899762,-0.45994618860979697,0.0,-3.133737590404861,0.0,0.0,0.0,0.0,1.5141236831470604,3.937861137701434,5.2931591441868715
13,1.7782196511692145,0.0,8.839884118599839,0.0,-1.8546010569694813,4.060454126422756,3.5665972841826097,0.0,2.405570572248776,4.634363814354047,0.0,0.22760697512814376,0.0,1.8082928064827568,0.0,0.0,0.0,4.167546146361295,0.0,0.0,7.68547144554332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3149669552031527,0.0,0.0,-7.227270095962545,0.0,0.0,-3.6800344614084155,0.0,0.0,0.0,0.0,0.0,9.601269243566183,0.0,-7.9679113832977855,-5.761916845421391,0.0,0.0,-0.24979863735298502,0.0,-5.8907970717192235,0.0,0.0,0.0,-7.158558235503832,0.0,0.0,-10.987837594291728,0.0,-5.1485188934814134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.911521411029217,0.0,0.0,6.908721773953049,10.373539672474203,0.0,-5.468573945645723,-2.314116595746299,0.0,0.0,0.0,1.0047004272891487,-12.186911313372384,-8.183830811069125,-4.87560055373614,-1.983892932394026,0.0,-11.50313081065517,0.0,0.0,0.0,0.0,-6.354318008484784,-5.465721285868128,-2.8681389666696386
14,-3.68390641259146,0.0,9.677382754666526,0.0,1.9997232126377975,2.2745441980936354,0.22224797007324248,0.0,2.7144634591347874,2.5267368872215807,0.0,3.29975997342905,0.0,3.917064845516775,0.0,0.0,0.0,6.068910790585477,0.0,0.0,7.5273051177044294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8834085481181986,0.0,0.0,-4.32745759190406,0.0,0.0,-0.02704664327018147,0.0,0.0,0.0,0.0,0.0,11.404706698620151,0.0,-9.82850341937292,-10.630159737244156,0.0,0.0,0.5849667776170591,0.0,-9.438229997042686,0.0,0.0,0.0,-5.694608463845139,0.0,0.0,-12.677325710961403,0.0,-4.783465717731634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.579471911433718,0.0,0.0,12.519494026746605,11.856578510574327,0.0,-5.653265605706669,3.298534379902442,0.0,0.0,0.0,3.875728355058441,-16.354233392704423,-10.96344561699847,-7.47760870899718,-2.8925208851375688,0.0,-16.49324260979718,0.0,0.0,0.0,0.0,-11.045745773077098,-11.072451232851723,-7.73417751063023
15,-0.42525159044771943,0.0,9.177738671556787,0.0,-0.2997316554202838,3.3400018480873874,2.2174564094501013,0.0,2.5301807670791643,3.784127978018113,0.0,1.4669413849499762,0.0,2.658990591355588,0.0,0.0,0.0,4.9345739052355855,0.0,0.0,7.621665712992139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7374632974910051,0.0,0.0,-6.05745940609817,0.0,0.0,-2.206386012199487,0.0,0.0,0.0,0.0,0.0,10.328792285304672,0.0,-8.71849110189373,-7.725810223955383,0.0,0.0,0.08695330940023649,0.0,-7.321863718894611,0.0,0.0,0.0,-6.567987607260099,0.0,0.0,-11.669392438445596,0.0,-5.001253128276471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.794615020525844,0.0,0.0,9.172158237698966,10.971811003419047,0.0,-5.543080238023492,-0.04992223814475949,0.0,0.0,0.0,2.162899157759878,-13.86804687289135,-9.30515265830255,-5.925274265701505,-2.3504416974405062,0.0,-13.516187212779347,0.0,0.0,0.0,0.0,-8.246882559491333,-7.72752704675254,-4.831143091264025
16,8.558191902178146,0.0,7.800322335054968,0.0,-6.638857459930563,6.277250226609455,7.717837164525247,0.0,2.02215115329467,7.250497516621423,0.0,-3.585763832537396,0.0,-0.8092622886316898,0.0,0.0,0.0,1.807439591439742,0.0,0.0,7.881798535265109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.091917205423487,0.0,0.0,-10.826719848886942,0.0,0.0,-8.21437800294116,0.0,0.0,0.0,0.0,0.0,7.362716753388466,0.0,-5.658414636466505,0.28088614602125217,0.0,0.0,-1.2859677560316853,0.0,-1.4874756332811903,0.0,0.0,0.0,-8.97571490908728,0.0,0.0,-8.890726979172896,0.0,-5.601648384239106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.117335320780739,0.0,0.0,-0.05576050576936886,8.532688316772516,0.0,-5.239321761498247,-9.280930877454173,0.0,0.0,0.0,-2.559019899726792,-7.0141401746127325,-4.733578833596591,-1.6458063520580875,-0.8560404745452612,0.0,-5.309055622225488,0.0,0.0,0.0,0.0,-0.5309902986792157,1.4937434016380555,3.1719278342928408
17,15.007087547438184,0.0,6.811523972659954,0.0,-11.189491170602741,8.385796720261558,11.666365535388069,0.0,1.6574547017961674,9.738881335221787,0.0,-7.212921803819136,0.0,-3.298998091252387,0.0,0.0,0.0,-0.4374192842169191,0.0,0.0,8.068538667389547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.782096207083024,0.0,0.0,-14.250402863741787,0.0,0.0,-12.527302486481936,0.0,0.0,0.0,0.0,0.0,5.233476268157154,0.0,-3.461694213139385,6.028609654901357,0.0,0.0,-2.2715391226704833,0.0,2.7008247605437976,0.0,0.0,0.0,-10.70413699183012,0.0,0.0,-6.896021541926321,0.0,-6.032650856152075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3939116374452656,0.0,0.0,-6.6801562676412605,6.781728600146971,0.0,-5.021264318594259,-15.90754476602216,0.0,0.0,0.0,-5.948718212193749,-2.093963507855756,-1.4518080344223945,1.4262719679067475,0.21673719100261324,0.0,0.5825532266356852,0.0,0.0,0.0,0.0,5.007975248428857,8.113366588137216,8.917048765135917
18,12.992350429686326,0.0,7.1204402386804375,0.0,-9.767801140167396,7.727053406840316,10.432782747438829,0.0,1.7713916482075238,8.961470826767963,0.0,-6.079740217594821,0.0,-2.521165201581963,0.0,0.0,0.0,0.26391017584721643,0.0,0.0,8.010198093086483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.254057523003661,0.0,0.0,-13.180790075928332,0.0,0.0,-11.17987658272474,0.0,0.0,0.0,0.0,0.0,5.898684712236809,0.0,-4.14798445842405,4.232929815605593,0.0,0.0,-1.9636310212236747,0.0,1.3923333958345356,0.0,0.0,0.0,-10.164150563641678,0.0,0.0,-7.519199106654936,0.0,-5.8979988590083305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6721108171767263,0.0,0.0,-4.610590134417961,7.328756142043489,0.0,-5.089388916694032,-13.837285654894995,0.0,0.0,0.0,-4.889722783553559,-3.6311046094795483,-2.477085198879258,0.46650605443237225,-0.11841553913391811,0.0,-1.2580786712925152,0.0,0.0,0.0,0.0,3.277514702070091,6.045291483034022,7.1221820124307085
19,4.3663205635473705,0.0,8.443054942777538,0.0,-3.680882626147293,4.906665850754779,5.151239126959558,0.0,2.2592088894452873,5.6330136275201514,0.0,-1.2280609983044528,0.0,0.8091004087767522,0.0,0.0,0.0,3.2666289003956974,0.0,0.0,7.760414867318815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.993277484152806,0.0,0.0,-8.601278549790166,0.0,0.0,-5.41091745361101,0.0,0.0,0.0,0.0,0.0,8.746752509906514,0.0,-7.086313285795403,-3.455213608819375,0.0,0.0,-0.6453327401704926,0.0,-4.20992880111238,0.0,0.0,0.0,-7.852216656323405,0.0,0.0,-10.18731309427784,0.0,-5.3214908180023315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.699722047922775,0.0,0.0,4.25018833530825,9.670836343189173,0.0,-5.381062114477317,-4.9735402233539405,0.0,0.0,0.0,-0.35566912709037235,-10.21232303954058,-6.866775230273439,-3.6426997378201555,-1.5533607905033335,0.0,-9.138682837563806,0.0,0.0,0.0,0.0,-4.131394491860949,-2.8091031994566427,-0.5624802088377383
20,-2.9402699730254067,0.0,9.563362225554597,0.0,1.4749795609304268,2.5176853641863777,0.6775615215325752,0.0,2.672409503599927,2.81367793649997,0.0,2.881504354501476,0.0,3.6299678959666903,0.0,0.0,0.0,5.81005114182553,0.0,0.0,7.54883853592297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.078306832128611,0.0,0.0,-4.722250062959274,0.0,0.0,-0.5243795175298009,0.0,0.0,0.0,0.0,0.0,11.15917926252633,0.0,-9.575194722165875,-9.967377009647183,0.0,0.0,0.47131836053277687,0.0,-8.955267802579774,0.0,0.0,0.0,-5.893916642234245,0.0,0.0,-12.447311809212607,0.0,-4.833165567331945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.943957818629823,0.0,0.0,11.755620280044626,11.654671467706912,0.0,-5.628120919022029,2.5344048560985346,0.0,0.0,0.0,3.484854735303296,-15.786876924284536,-10.5850173578339,-7.123360554027293,-2.768816516585667,0.0,-15.813868144976496,0.0,0.0,0.0,0.0,-10.407035388399382,-10.30912782238605,-7.071694892070773
21,-2.209775536775652,0.0,9.451356737788124,0.0,0.9595095037432069,2.7565295891381187,1.1248284901661316,0.0,2.6310987515899305,3.0955479859986834,0.0,2.470640407684823,0.0,3.3479447013623527,0.0,0.0,0.0,5.555766220958749,0.0,0.0,7.569991402250046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2697607530624908,0.0,0.0,-5.110065517171575,0.0,0.0,-1.012923217489897,0.0,0.0,0.0,0.0,0.0,10.917990939213574,0.0,-9.326362653001269,-9.316307388536957,0.0,0.0,0.3596784085999405,0.0,-8.480840814870557,0.0,0.0,0.0,-6.089702523164553,0.0,0.0,-12.221362855466278,0.0,-4.88198709043625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.319674924125,0.0,0.0,11.005246182873334,11.456332651039515,0.0,-5.603420604799812,1.7837795020765306,0.0,0.0,0.0,3.1008888760259357,-15.229547130450214,-10.213276917033667,-6.775372891657961,-2.6472983281820888,0.0,-15.146500006089614,0.0,0.0,0.0,0.0,-9.779612688868575,-9.559294335568552,-6.420920076285448
22,5.886190656456304,0.0,8.210015808390846,0.0,-4.753372004342985,5.403606246675948,6.081824844575841,0.0,2.1732575482989946,6.219473752417508,0.0,-2.082906420847348,0.0,0.22232164946636931,0.0,0.0,0.0,2.7375625213452803,0.0,0.0,7.804425618550369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.391617394982829,0.0,0.0,-9.40816917232688,0.0,0.0,-6.427383728782689,0.0,0.0,0.0,0.0,0.0,8.244934972125053,0.0,-6.5685921351436445,-2.100595152576049,0.0,0.0,-0.8776113390159687,0.0,-3.222833822552431,0.0,0.0,0.0,-8.259569663099851,0.0,0.0,-9.717202659096241,0.0,-5.423069104125138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.400836178587968,0.0,0.0,2.688956528206215,9.258171686544669,0.0,-5.329670526795237,-6.535294796618296,0.0,0.0,0.0,-1.1545502646521304,-9.05274010023086,-6.0933303547756,-2.918675002667196,-1.3005294873010114,0.0,-7.750153610069901,0.0,0.0,0.0,0.0,-2.825975929709124,-1.2489961887498633,0.7915248740870341
23,13.904234625074011,0.0,6.980622563113618,0.0,-10.411268051096616,8.025205265479043,10.991110996877342,0.0,1.7198229845899182,9.313332292832767,0.0,-6.59262617669967,0.0,-2.8732178403573174,0.0,0.0,0.0,-0.053516472402499016,0.0,0.0,8.036603447506204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.493051546751323,0.0,0.0,-13.664904349595961,0.0,0.0,-11.789731027389559,0.0,0.0,0.0,0.0,0.0,5.597606689972775,0.0,-3.8373646646009525,5.045667145454986,0.0,0.0,-2.102992394410901,0.0,1.9845657941789225,0.0,0.0,0.0,-10.40855222043864,0.0,0.0,-7.237144556118681,0.0,-5.958943300340597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.451409983194181,0.0,0.0,-5.547290327990494,7.0811676276402675,0.0,-5.0585552442625445,-14.774299495142678,0.0,0.0,0.0,-5.369031565754559,-2.935383731405077,-2.013037540292732,0.9009028598804663,0.03327694469422693,0.0,-0.4249957234188715,0.0,0.0,0.0,0.0,4.060733321046687,6.9813168267883725,7.9345513335682565
24,14.472603721434611,0.0,6.893475482026895,0.0,-10.812335103856864,8.211040597783143,11.339111898977688,0.0,1.6876807072161986,9.532644333246346,0.0,-6.912303313979726,0.0,-3.0926490369765793,0.0,0.0,0.0,-0.2513656051531341,0.0,0.0,8.053061663918472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.642014340492135,0.0,0.0,-13.966648357937673,0.0,0.0,-12.16984773670293,0.0,0.0,0.0,0.0,0.0,5.40994750658766,0.0,-3.6437581820893308,5.552238905423514,0.0,0.0,-2.1898550663890246,0.0,2.353698842854431,0.0,0.0,0.0,-10.560885542504458,0.0,0.0,-7.061342529037237,0.0,-5.996929414392607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.93714004083116,0.0,0.0,-6.131127009527972,6.926847966314419,0.0,-5.039336897650108,-15.358331669790175,0.0,0.0,0.0,-5.667780355124093,-2.5017472578369873,-1.7238008699862108,1.171658424044506,0.12782548539071592,0.0,0.09425727457289756,0.0,0.0,0.0,0.0,4.548906337940863,7.564732880593425,8.440893717065451
